제작사,차명,생산시작,생산종료,리콜사유,대수,제조사,리콜일
스투트가르트스포츠카㈜,박스터 S,`12.1.9,`12.4.18,연료라인 연결장치 결함으로 주행 중 누유되어 안전운행에 지장,NA,포르쉐,2012-05-02
스투트가르트스포츠카㈜,파나메라 터보 파워 킷파나메라 터보 S,`11.4.27,`12.5.22,엔진의 출력을 증가시켜 주는 터보차저의 내구성이 저하되어 엔진 출력 저하 및 엔진오일이 누유,NA,포르쉐,2012-08-01
스투트가르트스포츠카㈜,911 GT3,`09.10.2,`09.12.2,뒤 차축의 휠 허브 및 휠베어링이 조기마모 되어 파손될 경우 안전운행에 지장,NA,포르쉐,2012-12-26
볼보자동차코리아㈜,S80XC70XC60V60S60,`11.5.16,`11.10.14,운전석 및 조수석 하단에 있는 전기배선의 고정이 부적절하여 운행 중 승객의 체중에 의해 좌석이 눌려지면서 배선이 끊어져 에어백이 작동되지 않아 안전운행에 지장,NA,볼보,2012-04-06
한국닛산㈜,M56QX56,`09.10.7,`11.11.25,"연료라인에 부착되어 있는 연료압력센서가 규정보다 낮은 힘으로 조립되어 연료가 누유 될 가능성이 있고, 주행 중 시동이 꺼져 안전운행에 지장",NA,닛산,2012-03-26
한국닛산㈜,JX35,`12.2.15,`12.6.22,연료탱크 내 연료량을 정상적으로 감지하지 못하여 주행 중 시동이 꺼질수 있어 안전운행에 지장,NA,닛산,2012-10-10
크라이슬러코리아㈜,그랜더보이저,`07.12.10,`08.1.30,에어컨 방열기에서 발생한 물이 차체외부로 배출되어야 하나 에어백제어장치로 유입되어 에어백이 정상적으로 작동되지 않아 안전운행에 지장 ,NA,크라이슬러,2012-04-10
크라이슬러코리아㈜,300C,`11.3.21,`11.12.20,전원분배장치(퓨즈박스) 내 ABS 및 ESC 관련배선 과열로 시스템이 작동되지 않아 안전운행에 지장,NA,크라이슬러,2012-06-14
비엠더블유그룹코리아㈜,Cooper S ,`07.3.1,`11.1.18,압축된 공기를 강제로 엔진에 넣어 출력을 향상 시켜주는 터보의 냉각펌프 제어장치 결함으로 냉각펌프에 화재가 발생하여 안전운행에 지장,NA,BMW,2012-02-10
비엠더블유그룹코리아㈜,520i520d523i525i525xi525d528i528xi530i530d530xi535i535d535xi545i550iM5650i645CiM6,`03.4.8``10.3.24,NA,배터리 케이블이 차체에 정확히 고정되지 않아 차체진동에 의해 배터리 연결부위가 느슨해져 전기저항이 증가하여 화재가 발생할 가능성이 있어 안전운행에 지장,NA,BMW,2012-04-13
비엠더블유그룹코리아㈜,X5MX6MX6650I550IX760LI750LIX750LIMINI COOPER SROLLS-ROYCE GHOST,`11.3.31,`11.6.15,엔진의 터보차저 냉각을 위한 보조 냉각수 펌프 내 전기스위치에서 단락에 의한 과열로 화재 가능성이 있어 안전운행에 지장,NA,BMW,2012-05-04
비엠더블유그룹코리아㈜,X5X6,`12.4.24,`12.5.25,파워핸들 기어박스에서 오일이 누유되어 주행중 핸들이 무거워지거나 화재의 위험이 있어 안전운행에 지장,NA,BMW,2012-07-13
비엠더블유그룹코리아㈜,120dZ4,`11.6.25,`11.12.2,전기식 파워핸들 결함으로 주행 중 갑자기 핸들이 무거워져 안전운행에 지장,NA,BMW,2012-08-03
비엠더블유그룹코리아㈜,M5M6,`12.7.24,`12.9.4,엔진오일 펌프의 제작결함으로 엔진오일이 충분이 공급되지 않아 운행 중 시동이 꺼져 안전운행에 지장,NA,BMW,2012-10-19
비엠더블유그룹코리아㈜,X5X6,`06.12.11,`10.2.22,벨트를 걸어 회전시켜주는 팬벨트 풀리의 고정 볼트결함으로 운행 중 풀리가 고정되지 않고 풀릴 수 있고 이 경우 팬벨트가 파워핸들 유압펌프를 회전시키지 못해 주행 중 핸들이 무거워질 수 있어 안전운행에 지장,NA,BMW,2012-12-17
포드세일즈서비스코리아(유),포커스,`11.6.13,`11.10.18,와이퍼 모터 커넥터에 수분이 유입되어 작동이 되지 않아 운전자의 시야확보가 어려워 안전운행에 지장,NA,포드,2012-04-30
포드세일즈서비스코리아(유),이스케이프,`99.10.22,`02.7.19,브레이크 오일탱크에서 오일이 누유 되어 오일에 의한 전기배선 합선으로 화재가 발생할 가능성이 발견되었,NA,포드,2012-08-03
포드세일즈서비스코리아(유),이스케이프,`12.5.22,`12.7.11,엔진과 연결되느 연료파이프에서 연료가 누유되어 화재 가능성이 있어 안전운행에 지장,NA,포드,2012-08-13
포드세일즈서비스코리아(유),이스케이프,`12.3.8,`12.6.7,운전석 중앙 사이드 트림과 브레이크 페달의 간격이 좁아 운전자의 발과 트림이 간섭될 수 이 간섭될수 있고 이경우 제동이 되지 않을 가능성이 있어 안전운행에 지장,NA,포드,2012-08-13
포드세일즈서비스코리아(유),이스케이프,`12.3.8,`12.8.31,엔진 실린더 헤드 플러그에서 냉각수가 누수되고 엔진열에 의한 화재 가능성이 있어 안전운행에 지장,NA,포드,2012-09-28
포드세일즈서비스코리아(유),이스케이프,`01.04.19,`04.12.12,"엔진커버(덥게)와 정속주행장치 스피드컨트롤케이블 사이 간격이 좁아, 스피트컨트롤케이블이 리턴이 되지 않아 가속상태가 유지되어 안전운행에 지장",NA,포드,2012-11-06
포드세일즈서비스코리아(유),이스케이프,`12.3.8,`12.11.26,엔진제어 프로그램 오류로 엔진 과열현상이 발생하여 엔진오일이 누유 될 경우 화재발생가 발생할 수 있어 안전운행에 지장,NA,포드,2012-12-24
만 트럭버스코리아㈜,TGXTGS,`11.2.28,`11.4.5,?파워핸들 유압호스 연결부위(유니언)가 규정된 조임? 압력보다 낮게 조립되어 운행 중 유압오일이 누유 되어 핸들 조작이 어려워져 안전운행에 지장 ,NA,만트럭,2012-05-31
아우디폭스바겐코리아㈜,Tiguan2.0TDICC2.0TDI,`11.3.25,`11.9.20,연료 내 이물질을 걸러주는 연료필터 불량으로 운행 중 연료가 누유 되어 화재가 발생할 수 있어 안전운행에 지장,NA,아우디,2012-06-01
아우디폭스바겐코리아㈜,Q5,`11.6.21,`11.12.9,선루프 유리가 영하20도 정도에서 외부의 충격이 없는 경우에도 갑자기 깨질 수 있어 안전운행에 지장,NA,아우디,2012-08-07
혼다코리아㈜,CR-V,`11.6.29,`12.6.15,운전석 문 잠금장치 결함으로 충돌 사고 시 문이 열릴 수 있어 안전운행에 지장,NA,혼다,2012-08-01
볼보그룹코리아㈜ 그룹,FH 6*2 트랙터FH 6*4 트랙터FM 6*2 트랙터FM 6*4 트랙터FH16 6*4 트랙터FH 8*4 카고트럭FM 8*4 카고트럭FM 6*4 카고트럭,`11.11.14,`12.6.30,엔진의 열이 차체로 전달되는 것을 방지하기 위하여 설치한 열차폐장치가 차량 진동에 의해 전기배선에 떨어져 화재가 발생할 수 있어 안전운행에 지장,NA,볼보,2012-08-08
한불모터스㈜,508SW1.6 HDI MCP508SW2.0HDI508 1.6HDI MCP508 2.0HDI508 2.2HDI,`11.1.10,`12.6.1,영하의 추운 날씨에 밧데리 전압이 너무 낮아지는 경우 전기로 작동하는 주차브레이크가 해제가 되지 않아 안전운행에 지장,NA,푸조,2012-08-29
한불모터스㈜,푸조 디젤308 1.6 MCP HDI,`11.6.22,`11.7.29,조향장치를 고정해주는 마운팅 너트가 풀려 운전자가 의도하지 않은 방향으로 진행할 수 있어 안전운행에 지장 ,NA,푸조,2012-10-17
한국토요타코리아㈜,토요타 RAV4 4WD토요타 RAV4 2WD,`09.2.27,`10.8.31,뒷바퀴 정렬 후 바퀴정렬장치(타이로드)가 덜 조여지는 경우 타이로드가 마모되어 분리될 수 있고 이 경우 운전자가 의도한 방향으로 운행이 되지 않아 안전운행에 지장,NA,토요타,2012-08-30
한국토요타코리아㈜,토요타 PRIUS,`03.5.30,`09.5.30,"조향장치의 스플라인의 구조가변경되는 경우 스티어링 기능이 상실될 가능성이 있고, 전기구동식 워터펌프의 코일선에 스크래치로 인한 부식이 발생하여 단선이 될 가능성이 있어 안전운행에 지장",NA,토요타,2012-12-20
㈜재규어 랜드로버 코리아,레인지 로버,`10.2.25,`10.5.19,등속조인트 고무커버가 갈라져 그리스 누출로 인한 소음?진동이 발생하여 안전운행에 지장,NA,재규어랜드로버,2012-12-14
㈜재규어 랜드로버 코리아,XF,`07.12.21,`08.8.27,"자동변속기의 기어 변환(P↔R, R↔N, N↔D 등)이 되지 않을 수 있어 안전운행에 지장",NA,재규어랜드로버,2012-12-14
㈜재규어 랜드로버 코리아,XF,`08.1.18,`09.9.7,후방등 LED 납땜 부위에 부식이 발생하여 점등이 되지 않을 가능성이 있어 안전운행에 지장,NA,재규어랜드로버,2012-12-14
㈜재규어 랜드로버 코리아,S-type,`01.11.6,`07.8.2,전조등의 광축 수평조절장치 결함으로 수평조절이 되지 않아 안전운행에 지장,NA,재규어랜드로버,2012-12-14
씨엑스씨㈜-트럭,이베코 5톤카고트럭,`06.10.10,NA,전기식 캡 틸팅펌프 콘트롤 릴레이 결함으로 운전자가 의도하지 않게 작동되어 안전운행에 지장,NA,기타,2012-11-30
(유)기흥모터스,FLHRFLHTCUFLHTPFLHRCFLHXFLHTFLHTKFLTRUFLTRXFLHXSEFLHTCUSEFLTRSEFLTRUSE,`08.6.6,`11.9.16,뒷바퀴 브레이크의 작동여부를 감지하는 스위치에서 브레이크 오일이 누유 되어 브레이크 등(stop lamp)이 점등되지 않거나 브레이크가 작동되지 않아 안전운행에 지장,NA,애스턴마틴,2012-02-27
(유)기흥모터스,DYNA MODELSOFTAIL MODEL,`10.7.7,`11.12.5,브레이크 라인의 내부 재질 불량으로 브레이크 호스가 갈라져 브레이크 오일이 누유되어 제동이 되지 않을 가능성이 발견되어 리콜실시,NA,애스턴마틴,2012-04-09
㈜캄피오니모토트레이딩,MONSTER696 ABSMONSTER796 ABSMONSTER1100 EVOHYPERMOTARD796,`11.6.23,`11.12.5,완벽히 건조되지 않은 원료로 제작된 연료호스의 내부에 미세한 균열이 발생하고 심한 경우 연료가 누유 되어 화재가 발생하여 안전운행에 지장,NA,기타,2012-03-02
㈜캄피오니모토트레이딩,MONSTER1100EVOMONSTER796 ABSMONSTER1100 EVOHYPERMOTARD796,`10.7.19,`12.2.6,리어 휠 스포크에서 균열이 발생하여 주행 중 파손되어 전도되어 안전운행에 지장,NA,기타,2012-04-23
㈜캄피오니모토트레이딩,MONSTER1100EVO ABSSTREETFIGHTER 848,`11.12.19,`12.3.19,후브레이크 패드의 마찰면이 분리되어 제동이 되지않아 안전운행에 지장,NA,기타,2012-05-31
㈜캄피오니모토트레이딩,1199Panigale,`12.1.1,`12.7.20,"배기밸브 서포트가 녹거나 타서 화재발생 가능성, 스티어링 댐퍼가 풀려 운행 중 조향이 되지않을 가능성, 스윙암 연결이 되지않아 뒷바퀴가 빠질수 있는 가능성, 브레이크오일 누유로 제동이 되지 않을 가능성이 있어 안전운행에 지장",NA,기타,2012-09-03
㈜캄피오니모토트레이딩,1199Panigale,`12.8.1,`12.9.25,엔진과 연결된 스윙 암이 분리되어 주행 중 뒷 바퀴 부분이 탈거되는 현상으로 전도 될 가능성으로 안전운행에 지장,NA,기타,2012-11-15
㈜캄피오니모토트레이딩,1199Panigale,`12.8.1,`12.9.25,앞 브레이크 리저브 탱크 고정볼트와 브레이크 액 연결튜브 간섭으로 브레이크액이 누유되는 경우 제동이 되지않아 안전운행에 지장,NA,기타,2012-11-15
비엠더블유그룹코리아㈜ 이륜,S1000RR,`11.11.4,`12.4.2,엔진커넥팅로드 볼트 조임불량으로 소음이 발생하거나 엔진이 정지하여 안전운행에 지장,NA,BMW,2012-06-08
비엠더블유그룹코리아㈜ 이륜,K1200SK1200R,`07.1.7,`08.5.8,보조 브레이크액 탱크에 공기기포가 생겨 제동거리가 길어질 가능성이 있어 안전운행에 지장,NA,BMW,2012-11-30
㈜스즈키씨엠씨,GSX R1000,`09.9.15,`11.3.22,사이드 스탠드 스위치 고정볼트 불량으로 볼트가 풀릴 경우 주행 중 시동이 꺼질 수 있어 안전운행에 지장,NA,스즈키,2012-06-25
혼다코리아㈜-이륜,NC700X인테그라,`11.12.22,`12.7.19,드라이브 체인이 주행 중 파손(절단)되어 운행이 되지 않아 안전운행에 지장,NA,혼다,2012-10-08
현대자동차(주),"아반떼,싼타페,베라크루즈",2008-09-01,2011-06-30,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론  정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장,NA,현대차,2013-04-11
현대자동차(주),"쏘나타,투싼,제네시스,아반떼구형,그랜저,베리크루즈,i30,제네시스쿠페",2007-07-01,2011-08-15,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론  정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장,NA,현대차,2013-10-01
현대자동차(주),제네시스,2007-12-24,2012-03-16,ABS제어장치(모듈레이터)에 부식이 발생하여 브레이크 성능이 저하될 수 있어 안전운행에 지장 ,NA,현대차,2013-10-31
기아자동차(주),"카렌스,쏘렌토,쏘울",2010-06-01,2011-06-14,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론  정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장,NA,기아차,2013-04-11
기아자동차(주),"K5,포르테,스포티지,로체,모하비,오피러스,그랜드카니발",2007-06-21,2011-04-24,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론  정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장,NA,기아차,2013-10-01
한국지엠(주),올란도2.0LPG,2012-11-12,2012-12-16,연료 부족 경고등이 점등되지 않아 연료가 없음을 알지 못하고 운행하여 주행 중 시동이 꺼질수 있어 안전운행에 지장,NA,지엠대우,2013-08-16
한국지엠(주),알페온2.4이어시스트,2011-08-21,2013-02-13,"발전기 제어장치 결함으로 엔진룸에 있는 배터리에 충전이 되지 않을 수 있고 이로 인해 엔진에 전기가 공급되지 않아 시동이 걸리지 않거나, 주행 중 시동이 꺼질 수 있어 안전운행에 지장",NA,지엠대우,2013-07-19
한국지엠(주),토스카2.0LPG,2007-05-29,2007-12-14,베이퍼라이저 압력센서의 전기배선 단선으로 주행 중 시동이 꺼져 안전운행에 지장,NA,지엠대우,2013-12-06
한국지엠(주),토스카2.0LPG,2007-05-29,2009-03-30,아이들 에어 콘트롤 밸브 작동 불량으로 주행 중 시동이 꺼져 안전운행에 지장,NA,지엠대우,2013-12-06
한국지엠(주),"다마스,라보",2013-05-01,2013-06-06,조향장치의 기어마모로 인해 운전자의 의도와 다르게 조향이 되어 안전운행에 지장,NA,지엠대우,2013-12-16
한국지엠(주),라보,2013-05-01,2013-06-07,조향장치의 기어마모로 인해 운전자의 의도와 다르게 조향이 되어 안전운행에 지장,NA,지엠대우,2013-12-16
쌍용자동차(주),"코란도투리스모,코란도스포츠",2012-01-03,2013-05-14,변속레버 조립불량으로 P단(주차)에서 작은 힘으로도 변속레버가 움직여 주차기능을 유지하지 못하고 차량이 움직여 안전운행에 지장,NA,쌍용,2013-12-27
쌍용자동차(주),코란도스포츠,2012-01-03,2013-05-15,변속레버 조립불량으로 P단(주차)에서 작은 힘으로도 변속레버가 움직여 주차기능을 유지하지 못하고 차량이 움직여 안전운행에 지장,NA,쌍용,2013-12-27
타타대우상용차(주),"대우4.5톤카고,대우5톤카고",2012-04-26,2012-05-14,브레이크 제동거리 및 평균최대감속도가 자동차안전기준에 부적합,NA,지엠대우,2013-03-14
